age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income
70,Self-emp,349609,Bachelors,3,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,90,United-States,<=50K
21,Private,626498,10th,7,Divorced,Exec-managerial,Unmarried,White,Female,0,0,37,United-States,<=50K
42,Self-emp,643381,5th-6th,13,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,28,United-States,>50K
24,Self-emp,524818,Masters,8,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K
45,Private,416484,Some-college,6,Married-civ-spouse,Protective-serv,Not-in-family,Black,Female,0,0,57,United-States,<=50K
86,Self-emp,359370,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,28,United-States,<=50K
84,Self-emp,892188,HS-grad,8,Divorced,Machine-op-inspct,Other-relative,White,Male,0,0,60,United-States,>50K
37,Private,74734,Bachelors,8,Widowed,Tech-support,Other-relative,White,Male,0,0,16,India,>50K
28,Private,413920,Preschool,7,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,2573,38,United-States,<=50K
84,Private,80050,Some-college,6,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,<=50K
24,Government,122726,Prof-school,6,Divorced,Other-service,Wife,White,Male,0,666,78,United-States,>50K
40,Private,428050,Preschool,10,Divorced,Adm-clerical,Unmarried,White,Male,0,0,67,United-States,<=50K
78,Private,58308,9th,11,Married-civ-spouse,Priv-house-serv,Unmarried,White,Female,0,0,17,United-States,>50K
88,Private,225350,Assoc-acdm,13,Married-civ-spouse,Armed-Forces,Wife,White,Female,0,0,51,United-States,<=50K
51,Private,106428,5th-6th,13,Never-married,Priv-house-serv,Other-relative,White,Male,0,0,85,United-States,>50K
36,Private,726097,Assoc-acdm,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,51,United-States,<=50K
75,Self-emp,464338,HS-grad,8,Divorced,Craft-repair,Husband,White,Male,0,0,22,United-States,>50K
26,Private,234595,Some-college,1,Divorced,Farming-fishing,Own-child,White,Female,0,0,35,United-States,<=50K
65,Self-emp,179455,11th,5,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,27,United-States,>50K
58,Self-emp,60420,10th,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,51,United-States,>50K
65,Private,395963,Assoc-acdm,12,Divorced,Tech-support,Own-child,White,Female,0,0,60,United-States,>50K
62,Private,680200,Assoc-acdm,8,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,93,United-States,>50K
42,Self-emp,110680,Prof-school,11,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,0,0,25,United-States,>50K
42,Government,530047,Assoc-acdm,6,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,12,Germany,<=50K
36,Private,34771,Masters,14,Widowed,Protective-serv,Husband,White,Male,0,2391,88,United-States,>50K
56,Private,956237,Preschool,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,54,Other,>50K
44,Private,815912,Assoc-acdm,15,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,31,United-States,>50K
80,Self-emp,95555,10th,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,32,United-States,>50K
85,Self-emp,26945,Bachelors,7,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,68,United-States,<=50K
36,Private,545929,Assoc-acdm,7,Never-married,Exec-managerial,Unmarried,White,Female,0,0,71,United-States,<=50K
45,Government,549520,Prof-school,13,Never-married,Craft-repair,Own-child,White,Male,0,2905,77,Philippines,>50K
50,Private,709686,9th,5,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,63,United-States,>50K
27,Self-emp,742211,Preschool,8,Divorced,Sales,Not-in-family,White,Female,0,0,66,United-States,<=50K
47,Private,971355,7th-8th,14,Married-civ-spouse,Tech-support,Unmarried,White,Male,0,0,32,United-States,>50K
39,Private,952119,Doctorate,5,Never-married,Farming-fishing,Wife,White,Female,0,0,69,United-States,<=50K
20,Private,527863,Assoc-acdm,1,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,0,0,82,United-States,<=50K
65,Private,525643,10th,9,Never-married,Priv-house-serv,Wife,White,Female,0,0,97,United-States,<=50K
19,Private,819687,1st-4th,4,Divorced,Transport-moving,Wife,White,Male,0,0,94,United-States,<=50K
71,Private,171781,1st-4th,13,Married-civ-spouse,Craft-repair,Unmarried,Black,Male,0,0,64,United-States,<=50K
23,Private,766168,12th,2,Never-married,Other-service,Own-child,Black,Male,0,0,89,United-States,>50K
57,Private,328317,HS-grad,4,Widowed,Armed-Forces,Husband,White,Male,0,0,72,United-States,<=50K
19,Private,884323,11th,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,65,United-States,>50K
19,Self-emp,984532,Preschool,13,Never-married,Protective-serv,Unmarried,White,Male,0,0,64,United-States,<=50K
72,Self-emp,937572,12th,9,Never-married,Adm-clerical,Own-child,White,Male,62236,0,34,United-States,>50K
89,Private,390929,Preschool,2,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,35,Mexico,<=50K
77,Private,445305,1st-4th,4,Separated,Other-service,Other-relative,White,Male,0,0,58,United-States,<=50K
23,Private,380903,Bachelors,2,Divorced,Transport-moving,Unmarried,White,Male,0,0,72,Other,<=50K
36,Government,580120,Assoc-voc,5,Never-married,Priv-house-serv,Wife,Black,Male,0,0,54,United-States,<=50K
44,Government,278966,Prof-school,3,Never-married,Adm-clerical,Unmarried,White,Female,0,0,82,United-States,<=50K
18,Private,785926,Preschool,10,Divorced,Tech-support,Other-relative,White,Male,0,0,88,United-States,<=50K
50,Government,30893,HS-grad,2,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,48,United-States,>50K
57,Self-emp,661189,7th-8th,14,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,74,United-States,<=50K
49,Self-emp,350177,Assoc-voc,9,Never-married,Craft-repair,Wife,White,Female,0,0,78,United-States,>50K
86,Private,500553,12th,5,Never-married,Farming-fishing,Other-relative,White,Male,9828,0,65,Mexico,>50K
34,Private,810683,10th,10,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,18,United-States,<=50K
25,Private,98106,9th,5,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,79,United-States,<=50K
74,Private,315289,HS-grad,1,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,0,0,37,United-States,>50K
59,Private,265596,12th,6,Married-civ-spouse,Other-service,Unmarried,Other,Male,0,0,54,India,<=50K
26,Private,95480,Preschool,13,Divorced,Farming-fishing,Other-relative,White,Male,0,0,35,United-States,<=50K
52,Private,605503,1st-4th,7,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,37,United-States,>50K
88,Private,192909,12th,1,Never-married,Craft-repair,Unmarried,White,Female,0,0,49,United-States,<=50K
70,Private,49380,9th,9,Divorced,Machine-op-inspct,Husband,White,Female,0,0,24,United-States,<=50K
71,Private,817637,HS-grad,8,Separated,Machine-op-inspct,Other-relative,White,Male,0,0,15,United-States,>50K
42,Government,222880,5th-6th,12,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,36,United-States,>50K
84,Self-emp,853391,Bachelors,14,Widowed,Craft-repair,Wife,White,Female,0,0,47,United-States,>50K
79,Private,339092,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1091,77,United-States,<=50K
72,Private,519125,5th-6th,8,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,84,Philippines,<=50K
63,Private,208857,9th,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,94,United-States,>50K
41,Private,470991,Bachelors,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,78080,0,73,India,>50K
63,Government,194426,10th,3,Married-civ-spouse,Priv-house-serv,Own-child,White,Female,74595,0,39,United-States,<=50K
39,Private,116177,1st-4th,15,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,2402,91,United-States,<=50K
28,Private,229885,11th,12,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,12,United-States,<=50K
65,Self-emp,346515,Assoc-voc,14,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,0,71,United-States,>50K
25,Private,694388,11th,9,Separated,Adm-clerical,Unmarried,White,Male,0,0,21,Canada,>50K
56,Private,467298,10th,14,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,39,United-States,>50K
52,Private,332036,9th,7,Widowed,Prof-specialty,Unmarried,White,Male,0,0,94,United-States,>50K
66,Private,523307,Prof-school,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,47,Canada,>50K
63,Private,155875,11th,10,Married-civ-spouse,Protective-serv,Unmarried,White,Female,0,0,94,United-States,<=50K
55,Private,88331,Prof-school,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,69,United-States,>50K
25,Private,398829,Prof-school,8,Never-married,Craft-repair,Wife,White,Male,0,0,47,United-States,<=50K
71,Self-emp,122745,9th,14,Divorced,Tech-support,Not-in-family,White,Female,0,0,24,United-States,>50K
54,Private,681013,1st-4th,6,Married-civ-spouse,Priv-house-serv,Own-child,White,Female,0,0,27,United-States,<=50K
57,Government,899921,7th-8th,12,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,61,United-States,<=50K
51,Private,30674,Assoc-acdm,14,Married-civ-spouse,Transport-moving,Own-child,White,Male,0,0,38,United-States,>50K
34,Private,576633,Preschool,11,Divorced,Exec-managerial,Own-child,White,Male,0,0,69,United-States,>50K
50,Private,574208,12th,14,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,30,United-States,>50K
64,Private,173686,Preschool,5,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,26,United-States,<=50K
69,Private,815400,11th,15,Divorced,Farming-fishing,Unmarried,White,Female,0,0,27,United-States,<=50K
26,Private,93521,Some-college,8,Never-married,Other-service,Wife,White,Male,0,0,66,United-States,>50K
50,Self-emp,908534,Masters,3,Divorced,Adm-clerical,Own-child,White,Male,50663,0,46,United-States,<=50K
77,Private,653918,11th,12,Married-civ-spouse,Farming-fishing,Unmarried,Black,Male,0,0,69,United-States,>50K
38,Private,326994,7th-8th,13,Widowed,Priv-house-serv,Own-child,White,Male,0,0,47,United-States,<=50K
75,Government,203220,Assoc-voc,13,Married-civ-spouse,Sales,Not-in-family,Black,Female,0,0,21,United-States,<=50K
86,Private,201733,5th-6th,7,Married-civ-spouse,Farming-fishing,Not-in-family,White,Female,0,0,84,United-States,>50K
27,Private,289335,Masters,2,Never-married,Craft-repair,Husband,White,Male,0,0,93,United-States,<=50K
23,Self-emp,381299,Masters,3,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,82,Philippines,>50K
30,Private,132033,7th-8th,15,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,0,10,United-States,<=50K
82,Private,378754,10th,13,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,67,United-States,>50K
37,Private,127415,5th-6th,12,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,12,Mexico,<=50K
74,Private,776582,Assoc-acdm,15,Married-civ-spouse,Sales,Own-child,White,Male,0,0,72,United-States,>50K
63,Private,893876,9th,2,Married-civ-spouse,Protective-serv,Unmarried,White,Male,0,0,30,United-States,<=50K
25,Private,462826,12th,5,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,32,United-States,<=50K
27,Government,55252,Masters,7,Never-married,Farming-fishing,Husband,White,Male,0,0,18,United-States,>50K
84,Self-emp,628896,7th-8th,11,Divorced,Protective-serv,Wife,White,Male,0,0,92,United-States,>50K
28,Private,153165,11th,10,Never-married,Other-service,Husband,White,Male,0,0,64,United-States,>50K
29,Private,345845,Assoc-voc,11,Divorced,Priv-house-serv,Other-relative,White,Male,76558,0,28,United-States,>50K
27,Government,909820,7th-8th,11,Never-married,Prof-specialty,Husband,White,Male,0,0,71,India,<=50K
42,Private,512440,Some-college,11,Never-married,Machine-op-inspct,Husband,White,Female,0,0,96,Germany,<=50K
66,Private,882523,1st-4th,15,Never-married,Protective-serv,Unmarried,Black,Male,0,0,48,United-States,>50K
66,Private,822457,Assoc-voc,10,Never-married,Priv-house-serv,Not-in-family,White,Male,0,0,85,United-States,<=50K
28,Self-emp,481326,Prof-school,15,Married-civ-spouse,Sales,Unmarried,White,Male,0,0,36,United-States,<=50K
79,Private,175408,9th,15,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,55,United-States,>50K
53,Without-pay,887866,Preschool,15,Divorced,Prof-specialty,Unmarried,White,Male,0,0,43,United-States,>50K
56,Private,297580,HS-grad,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,<=50K
70,Private,839122,Bachelors,14,Divorced,Other-service,Not-in-family,White,Female,0,0,59,United-States,>50K
73,Private,735800,Masters,1,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,535,29,United-States,>50K
18,Private,693454,10th,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,<=50K
73,Self-emp,728759,5th-6th,10,Never-married,Armed-Forces,Other-relative,White,Male,0,0,67,United-States,>50K
21,Government,14509,12th,9,Never-married,Priv-house-serv,Not-in-family,White,Male,55202,0,40,United-States,<=50K
47,Private,211134,9th,1,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,0,0,47,United-States,<=50K
29,Government,310821,5th-6th,1,Married-civ-spouse,Sales,Other-relative,Black,Female,0,0,95,United-States,>50K
52,Self-emp,719861,Assoc-acdm,14,Divorced,Priv-house-serv,Own-child,White,Male,0,0,54,Other,<=50K
69,Private,701295,10th,15,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,50,United-States,<=50K
48,Private,609934,9th,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,18,United-States,<=50K
85,Private,656582,11th,10,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,26524,0,18,United-States,<=50K
69,Private,520122,9th,8,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,72,United-States,>50K
24,Private,240716,9th,6,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,88,United-States,>50K
39,Private,919129,1st-4th,6,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,86,United-States,<=50K
73,Private,522543,Bachelors,12,Married-civ-spouse,Priv-house-serv,Unmarried,White,Male,0,0,31,United-States,<=50K
75,Self-emp,77050,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,>50K
81,Self-emp,158867,Assoc-voc,15,Never-married,Adm-clerical,Own-child,White,Male,0,0,41,United-States,>50K
29,Private,103148,10th,4,Never-married,Priv-house-serv,Husband,White,Male,0,2998,75,United-States,<=50K
24,Private,50492,Doctorate,8,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0,0,23,United-States,>50K
72,Private,931671,Masters,4,Never-married,Protective-serv,Wife,White,Male,0,0,47,United-States,<=50K
79,Private,617230,Bachelors,14,Separated,Tech-support,Not-in-family,White,Female,0,0,17,United-States,>50K
72,Private,891171,11th,2,Never-married,Other-service,Unmarried,White,Male,0,0,30,United-States,>50K
53,Private,249854,11th,11,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,65,United-States,>50K
41,Private,455126,Assoc-acdm,15,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,>50K
61,Private,891216,Prof-school,8,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,52,United-States,>50K
34,Private,906699,1st-4th,12,Never-married,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,>50K
19,Private,936808,Masters,7,Never-married,Other-service,Husband,White,Female,0,0,57,United-States,<=50K
30,Self-emp,69289,5th-6th,4,Married-civ-spouse,Exec-managerial,Husband,Black,Female,0,0,79,Philippines,>50K
48,Government,539096,Assoc-voc,9,Divorced,Priv-house-serv,Unmarried,White,Male,0,0,93,United-States,>50K
45,Private,527654,11th,15,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
77,Private,628279,Masters,9,Separated,Other-service,Unmarried,White,Female,0,0,42,United-States,>50K
44,Private,870801,Bachelors,8,Married-civ-spouse,Tech-support,Other-relative,White,Female,0,0,53,United-States,<=50K
32,Private,828329,Masters,14,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,80,United-States,>50K
50,Private,377181,5th-6th,1,Divorced,Tech-support,Not-in-family,Black,Male,0,0,17,Mexico,<=50K
37,Private,479181,11th,7,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Male,0,0,82,United-States,<=50K
59,Government,932411,9th,5,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,11,United-States,<=50K
29,Private,87214,Preschool,7,Married-civ-spouse,Transport-moving,Other-relative,Black,Male,0,0,26,United-States,<=50K
40,Self-emp,865193,Prof-school,12,Divorced,Craft-repair,Not-in-family,Other,Female,0,0,61,United-States,<=50K
89,Private,404230,5th-6th,9,Never-married,Armed-Forces,Own-child,White,Female,0,0,54,United-States,>50K
31,Private,82304,11th,2,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,46,United-States,>50K
42,Private,900194,Doctorate,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,51,United-States,<=50K
48,Private,470773,9th,14,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,0,0,53,Philippines,<=50K
71,Private,455044,Assoc-acdm,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,90,United-States,<=50K
22,Private,593172,5th-6th,4,Never-married,Sales,Wife,White,Female,0,0,47,United-States,<=50K
30,Private,766770,11th,4,Divorced,Priv-house-serv,Other-relative,Other,Male,25875,0,15,United-States,>50K
45,Private,510495,Doctorate,2,Married-civ-spouse,Protective-serv,Unmarried,White,Female,0,0,77,United-States,<=50K
60,Private,870830,Prof-school,3,Married-civ-spouse,Tech-support,Own-child,White,Male,0,0,60,United-States,>50K
64,Government,643553,Bachelors,11,Married-civ-spouse,Armed-Forces,Not-in-family,White,Female,0,0,44,United-States,<=50K
88,Private,209192,Assoc-acdm,14,Never-married,Machine-op-inspct,Wife,Black,Male,0,0,67,United-States,>50K
55,Private,14942,5th-6th,14,Married-civ-spouse,Protective-serv,Other-relative,Other,Male,0,0,66,United-States,<=50K
84,Private,72681,Doctorate,13,Never-married,Tech-support,Other-relative,White,Female,0,0,82,United-States,<=50K
79,Government,502797,1st-4th,8,Divorced,Other-service,Other-relative,White,Male,0,0,15,United-States,<=50K
56,Private,635635,10th,12,Divorced,Prof-specialty,Own-child,White,Male,0,0,22,United-States,<=50K
54,Private,541658,Doctorate,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,68,United-States,<=50K
25,Private,447348,7th-8th,6,Never-married,Machine-op-inspct,Husband,White,Female,0,0,95,United-States,<=50K
69,Private,416888,1st-4th,10,Separated,Craft-repair,Wife,White,Male,0,0,39,United-States,<=50K
50,Private,718294,Assoc-voc,2,Divorced,Adm-clerical,Own-child,White,Male,0,0,11,United-States,>50K
59,Government,328353,5th-6th,2,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,67,United-States,>50K
